     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,03/14/2020-03/20/2020,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,NICE 2-T,CUNY-120,CUNY-60,FF VALUE,FF 7-DAY,FF 30-DAY,                                                                     
R232,45TH STREET-4TH AVENUE        ,00008510,00000418,00000054,00000158,00000000,00005737,00004082,00000003,00000013,00000194,00000003,00000239,00000031,00000083,00000000,00000054,00000000,00000000,00000000,00000606,00000000,00000117,00000000,00000231,00000149,00000132,                                                                                                    
R233,53RD STREET-4TH AVENUE        ,00010154,00000600,00000108,00000175,00000002,00007485,00005826,00000005,00000039,00000255,00000004,00000410,00000090,00000112,00000000,00000062,00000000,00000000,00000000,00000822,00000000,00000156,00000000,00000262,00000145,00000193,                                                                                                    
R234,50TH STREET-NEW UTRECHT AVE   ,00003943,00000320,00000071,00000105,00000000,00002478,00002078,00000000,00000024,00000123,00000004,00000061,00000050,00000038,00000000,00000020,00000000,00000000,00000000,00000256,00000000,00000045,00000000,00000122,00000051,00000064,                                                                                                    
R235,BEDFORD AVE-NORTH 7TH ST      ,00011167,00000372,00000063,00000146,00000002,00007138,00007816,00000017,00000055,00000077,00000015,00000779,00000207,00000256,00000000,00000266,00000000,00000000,00000000,00000508,00000000,00000076,00000000,00000237,00000134,00000136,                                                                                                    
R236,DEKALB AVE-WYCKOFF AVE        ,00009044,00000421,00000055,00000114,00000001,00006632,00005584,00000001,00000040,00000291,00000003,00000600,00000090,00000123,00000000,00000095,00000000,00000000,00000000,00000685,00000000,00000061,00000000,00000193,00000143,00000128,                                                                                                    
R237,182ND STREET-183RD STREET     ,00005905,00000363,00000072,00000072,00000000,00005899,00002367,00000003,00000019,00000230,00000000,00000214,00000022,00000037,00000000,00000044,00000000,00000000,00000000,00000728,00000000,00000181,00000000,00000292,00000323,00000160,                                                                                                    
R238,STEINWAY ST-BROADWAY          ,00009734,00000680,00000147,00000281,00000005,00007707,00008978,00000012,00000046,00000268,00000005,00000637,00000098,00000185,00000000,00000110,00000000,00000000,00000000,00000519,00000000,00000152,00000000,00000189,00000139,00000210,                                                                                                    
R239,GREENPOINT AVE                ,00007413,00000598,00000080,00000240,00000002,00005517,00004530,00000004,00000026,00000151,00000000,00000404,00000077,00000101,00000000,00000107,00000000,00000000,00000000,00000221,00000000,00000043,00000000,00000118,00000084,00000104,                                                                                                    
R240,GRAND ST-CHRISTIE ST          ,00011767,00002767,00000163,00002255,00000002,00005199,00019810,00000025,00000069,00000669,00000020,00000677,00000163,00000226,00000000,00000220,00000000,00000000,00000000,00000590,00000000,00000122,00000000,00000480,00000149,00001233,                                                                                                    
R241,15TH ST-PROSPECT PARK WEST    ,00002856,00000296,00000039,00000138,00000000,00001643,00002824,00000008,00000028,00000064,00000002,00000268,00000062,00000086,00000000,00000044,00000000,00000000,00000000,00000211,00000000,00000024,00000000,00000062,00000066,00000064,                                                                                                    
R242,18TH AVE-MCDONALD AVE         ,00004197,00000319,00000043,00000158,00000000,00002928,00002627,00000001,00000029,00000121,00000000,00000119,00000024,00000008,00000000,00000018,00000000,00000000,00000000,00000326,00000000,00000052,00000000,00000134,00000050,00000106,                                                                                                    
R243,170TH STREET-JEROME AVENUE    ,00008462,00000513,00000159,00000201,00000000,00010072,00004402,00000011,00000017,00000369,00000000,00000454,00000041,00000037,00000000,00000045,00000002,00000001,00000000,00001061,00000002,00000297,00000000,00000550,00000604,00000352,                                                                                                    
R244,BURNSIDE AVE-JEROME AVE       ,00008255,00000757,00000167,00000216,00000000,00010807,00004420,00000012,00000008,00000559,00000001,00000515,00000054,00000081,00000000,00000032,00000000,00000004,00000000,00001182,00000000,00000421,00000000,00000714,00000513,00000369,                                                                                                    
R245,ST LAWRENCE AVE-WEST AVE      ,00005088,00000261,00000024,00000048,00000000,00004919,00001985,00000005,00000024,00000180,00000000,00000112,00000018,00000023,00000000,00000016,00000000,00000000,00000000,00000539,00000000,00000124,00000000,00000218,00000144,00000151,                                                                                                    
R246,PROSPECT AVENUE-4TH AVENUE    ,00003431,00000189,00000051,00000078,00000004,00002500,00002789,00000010,00000031,00000110,00000000,00000222,00000073,00000088,00000000,00000033,00000000,00000000,00000000,00000229,00000000,00000020,00000000,00000088,00000035,00000079,                                                                                                    
R247,55TH ST-NEW UTRECHT AVE       ,00002844,00000251,00000052,00000135,00000000,00001759,00001196,00000001,00000009,00000081,00000004,00000013,00000034,00000009,00000000,00000012,00000000,00000000,00000000,00000166,00000000,00000024,00000000,00000073,00000047,00000057,                                                                                                    
R248,1ST AVENUE-14TH STREET        ,00009288,00000552,00000076,00000212,00000001,00004647,00006223,00000013,00000055,00000122,00000011,00000897,00000153,00000117,00000000,00000147,00000000,00000000,00000000,00000508,00000000,00000075,00000000,00000179,00000161,00000170,                                                                                                    
R249,GRAHAM AVE-METROPOLITAN AVE   ,00004634,00000213,00000039,00000097,00000000,00003587,00003427,00000003,00000023,00000119,00000000,00000363,00000057,00000078,00000000,00000071,00000000,00000000,00000000,00000208,00000000,00000053,00000000,00000106,00000091,00000075,                                                                                                    
R250,GRAND ST-BUSHWICK AVE         ,00003610,00000261,00000054,00000096,00000000,00003489,00002926,00000014,00000006,00000122,00000008,00000202,00000027,00000043,00000000,00000033,00000000,00000000,00000000,00000364,00000000,00000031,00000000,00000170,00000106,00000128,                                                                                                    
R251,96TH ST-CENTRAL PARK WEST     ,00004322,00000662,00000101,00000196,00000001,00003796,00005374,00000015,00000031,00000102,00000017,00000582,00000095,00000169,00000000,00000069,00000000,00000000,00000000,00000274,00000000,00000062,00000000,00000122,00000150,00000178,                                                                                                    
R252,HIGH ST-CADMAN PLAZA WEST     ,00004479,00000267,00000023,00000093,00000006,00003558,00002778,00000013,00000024,00000070,00000005,00000198,00000083,00000083,00000000,00000226,00000000,00000000,00000000,00000183,00000000,00000038,00000000,00000101,00000069,00000059,                                                                                                    
